ID	VARID	DOCULECT	GLOSS	FRENCH	ENGLISH_SHORT	FRENCH_SHORT	ENGLISH_CATEGORY	FRENCH_CATEGORY	VALUE_ORG	SINGULAR	PLURAL	FORM	PARSED FORM	MCF	RECONSTRUCTION	NOTE	NOTES					COGID	COGIDS		CONCEPT	POS
12,793	0	YandaDom	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	pól-ló			pól-ló						pól-ló	^ p ó l l ó $	p ó/o l + l ó/o	p ó/o - l - + l ó/o	1771	3394 3400	680	BREAK (DESTROY OR GET DESTROYED)	verb
12,794	0	YornoSo	break (e.g. bread, cassava) in half with the hands	casser (baguette de pain, manioc, etc.) en deux avec la main	break, snap	casser	break/break	casser/casser	púló			púló						púló	^ p ú l ó $	p ú/u l ó/o	p ú/u - l ó/o	1763	3394	680	BREAK (DESTROY OR GET DESTROYED)	verb
12,795	0	BankanTey	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	káríyí			káríyí						káríyí	^ k á r í y í $	k á/a r í/i j í/i	k á/a r í/i j í/i	7896	15348	1735	TEAR (SHRED)	verb
12,796	0	BenTey	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	ká:rí, ɛ́mbí			ká:rí						ká:rí	^ k á: r í $	k á:/aː r í/i	k á:/aː r - - í/i	7896	15348	1735	TEAR (SHRED)	verb
12,796	1	BenTey	rip, tear (sth)	déchirer (qch)					ká:rí, ɛ́mbí			ɛ́mbí														verb
12,797	0	Bunoge	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	pánjá-gè			pánjá-gè						pánjá-gè	^ p á nj á g è $	p á/a ⁿdʒ á/a + ɡ è/e	p á/a ⁿdʒ á/a + ɡ è/e	7897	15349 15350	1735	TEAR (SHRED)	verb
12,798	0	DonnoSo	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	kí:nè\\kí:n-ì			kí:nè						kí:nè	^ k í: n è $	k í:/iː n è/e	k í:/iː n è/e	7898	15351	1735	TEAR (SHRED)	verb
12,799	0	JamsayGourou	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	ká:rá			ká:rá						ká:rá	^ k á: r á $	k á:/aː r á/a	k á:/aː r - - á/a	7896	15348	1735	TEAR (SHRED)	verb
12,800	0	JamsayDouentza	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	ká:rá			ká:rá						ká:rá	^ k á: r á $	k á:/aː r á/a	k á:/aː r - - á/a	7896	15348	1735	TEAR (SHRED)	verb
12,801	0	Mombo	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	káŋgágè, kí:lè			káŋgágè						káŋgágè	^ k á ŋ g á g è $	k á/a ŋ ɡ á/a ɡ è/e	k á/a ŋ ɡ á/a ɡ è/e	7901	15352	1735	TEAR (SHRED)	verb
12,801	1	Mombo	rip, tear (sth)	déchirer (qch)					káŋgágè, kí:lè			kí:lè														verb
12,802	0	BonduSoNajamba	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	àríyɛ́, ká:jíyɛ́			àríyɛ́						àríyɛ́	^ à r í y ɛ́ $	à/a r í/i j ɛ́/ɛ	- à/a r í/i j ɛ́/ɛ	7896	15348	1735	TEAR (SHRED)	verb
12,802	1	BonduSoNajamba	rip, tear (sth)	déchirer (qch)					àríyɛ́, ká:jíyɛ́			ká:jíyɛ́														verb
12,803	0	Nanga	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	ká:rí, kárá-gí			ká:rí						ká:rí	^ k á: r í $	k á:/aː r í/i	k á:/aː r - - í/i	7896	15348	1735	TEAR (SHRED)	verb
12,803	1	Nanga	rip, tear (sth)	déchirer (qch)					ká:rí, kárá-gí			kárá-gí														verb
12,804	0	Penange	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	pánjá-gè			pánjá-gè						pánjá-gè	^ p á nj á g è $	p á/a ⁿdʒ á/a + ɡ è/e	p á/a ⁿdʒ á/a + ɡ è/e	7897	15349 15350	1735	TEAR (SHRED)	verb
12,805	0	PergeTegu	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	ká:rá			ká:rá						ká:rá	^ k á: r á $	k á:/aː r á/a	k á:/aː r - - á/a	7896	15348	1735	TEAR (SHRED)	verb
12,806	0	TebulUre	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	káddí (káddí-tì-)			káddí						káddí_	^ k á d d í _$	k á/a d d í/i	k á/a d - d í/i	7906	15348	1735	TEAR (SHRED)	verb
12,807	0	Tiranige	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	pájá-gó			pájá-gó						pájá-gó	^ p á j á g ó $	p á/a dʒ á/a + ɡ ó/o	p á/a dʒ á/a + ɡ ó/o	7897	15349 15350	1735	TEAR (SHRED)	verb
12,808	0	TogoKan	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	ká:rì			ká:rì						ká:rì	^ k á: r ì $	k á:/aː r ì/i	k á:/aː r - - ì/i	7896	15348	1735	TEAR (SHRED)	verb
12,809	0	TommoSoTongoTongo	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	káádí-yɛ́			káádí-yɛ́						káádí-yɛ́	^ k áá d í y ɛ́ $	k áá/aː d í/i + j ɛ́/ɛ	k áá/aː - - d í/i + j ɛ́/ɛ	7906	15348 15353	1735	TEAR (SHRED)	verb
12,810	0	ToroTegu	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	kárkú\\kárká			kárká						kárkú	^ k á r k ú $	k á/a r k ú/u	k á/a r - k ú/u	7896	15348	1735	TEAR (SHRED)	verb
12,811	0	YandaDom	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	ká:zíyɛ́\\ká:zíyá-lì			ká:zíyɛ́						ká:zíyɛ́	^ k á: z í y ɛ́ $	k á:/aː z í/i j ɛ́/ɛ	k á:/aː z í/i j ɛ́/ɛ	7896	15348	1735	TEAR (SHRED)	verb
12,812	0	YornoSo	rip, tear (sth)	déchirer (qch)	rip, tear	déchirer	break/rip	casser/déchirer	ká:lá-\\ká:l			ká:lá-						ká:lá-	^ k á: l á $	k á:/aː l á/a	k á:/aː l - - á/a	7896	15348	1735	TEAR (SHRED)	verb
12,813	0	BankanTey	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	ká:sí			ká:sí						ká:sí	^ k á: s í $	k á:/aː s í/i	k á:/aː - - s í/i	8143	15816	1767	SCRAPE	verb
12,814	0	BenTey	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	ká:sí			ká:sí						ká:sí	^ k á: s í $	k á:/aː s í/i	k á:/aː - - s í/i	8143	15816	1767	SCRAPE	verb
12,815	0	DonnoSo	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kɔ́dɔ̀\\kɔ́d-ɛ̀			kɔ́d-ɛ̀						kɔ́dɔ̀	^ k ɔ́ d ɔ̀ $	k ɔ́/ɔ d ɔ̀/ɔ	k ɔ́/ɔ d - - ɔ̀/ɔ	8143	15816	1767	SCRAPE	verb
12,816	0	JamsayDouentza	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kɔ́:jɔ́			kɔ́:jɔ́						kɔ́:jɔ́	^ k ɔ́: j ɔ́ $	k ɔ́ː/ɔː dʒ ɔ́/ɔ	k ɔ́ː/ɔː dʒ - - ɔ́/ɔ	8143	15816	1767	SCRAPE	verb
12,817	0	JamsayMondoro	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kɔ́:jɔ́			kɔ́:jɔ́						kɔ́:jɔ́	^ k ɔ́: j ɔ́ $	k ɔ́ː/ɔː dʒ ɔ́/ɔ	k ɔ́ː/ɔː dʒ - - ɔ́/ɔ	8143	15816	1767	SCRAPE	verb
12,818	0	Mombo	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kájálè			kájálè						kájálè	^ k á j á l è $	k á/a dʒ á/a l è/e	k á/a dʒ á/a l è/e	8143	15816	1767	SCRAPE	verb
12,819	0	BonduSoNajamba	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kɔ́jɛ́			kɔ́jɛ́						kɔ́jɛ́	^ k ɔ́ j ɛ́ $	k ɔ́/ɔ dʒ ɛ́/ɛ	k ɔ́/ɔ dʒ - - ɛ́/ɛ	8143	15816	1767	SCRAPE	verb
12,820	0	Nanga	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	ká:			ká:						ká:	^ k á: $	k á:/aː	k á:/aː - - - -	8143	15816	1767	SCRAPE	verb
12,821	0	PergeTegu	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kágúsá			kágúsá						kágúsá	^ k á g ú s á $	k á/a ɡ ú/u s á/a	k á/a ɡ ú/u s á/a	8143	15816	1767	SCRAPE	verb
12,822	0	Tiranige	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kɔ́jɔ́			kɔ́jɔ́						kɔ́jɔ́	^ k ɔ́ j ɔ́ $	k ɔ́/ɔ dʒ ɔ́/ɔ	k ɔ́/ɔ dʒ - - ɔ́/ɔ	8143	15816	1767	SCRAPE	verb
12,823	0	TogoKan	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kájá			kájá						kájá	^ k á j á $	k á/a dʒ á/a	k á/a dʒ - - á/a	8143	15816	1767	SCRAPE	verb
12,824	0	TommoSoTongoTongo	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kɔ́ɔ́dɔ́			kɔ́ɔ́dɔ́						kɔ́ɔ́dɔ́	^ k ɔ́ɔ́ d ɔ́ $	k ɔ́ɔ́/ɔː d ɔ́/ɔ	k ɔ́ɔ́/ɔː d - - ɔ́/ɔ	8143	15816	1767	SCRAPE	verb
12,825	0	ToroTegu	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kɔ́sú\\kɔ́sɔ́			kɔ́sú						kɔ́sú	^ k ɔ́ s ú $	k ɔ́/ɔ s ú/u	k ɔ́/ɔ - - s ú/u	8143	15816	1767	SCRAPE	verb
12,826	0	YornoSo	scale, scrape the scales off (a fish)	écailler (poisson) en raclant	scale	écailler	scratch/scrape/scale	gratter/racler/écailler	kɔ́jɔ́-\\kɔ́jɔ́			kɔ́jɔ́						kɔ́jɔ́-	^ k ɔ́ j ɔ́ $	k ɔ́/ɔ dʒ ɔ́/ɔ	k ɔ́/ɔ dʒ - - ɔ́/ɔ	8143	15816	1767	SCRAPE	verb
12,827	0	BankanTey	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́:sí			kɔ́:sí						kɔ́:sí	^ k ɔ́: s í $	k ɔ́ː/ɔː s í/i	k ɔ́ː/ɔː s - - í/i	8191	15914	1767	SCRAPE	verb
12,828	0	BenTey	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kó:sú			kó:sú						kó:sú	^ k ó: s ú $	k óː/oː s ú/u	k óː/oː s - - ú/u	8191	15914	1767	SCRAPE	verb
12,829	0	Bunoge	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kájè			kájè						kájè	^ k á j è $	k á/a dʒ è/e	k á/a dʒ - - è/e	8191	15914	1767	SCRAPE	verb
12,830	0	DonnoSo	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́dɔ̀\\kɔ́d-ɛ̀			kɔ́d-ɛ̀						kɔ́dɔ̀	^ k ɔ́ d ɔ̀ $	k ɔ́/ɔ d ɔ̀/ɔ	k ɔ́/ɔ d - - ɔ̀/ɔ	8191	15914	1767	SCRAPE	verb
12,831	0	JamsayGourou	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kó:zó, kó:só			kó:zó						kó:zó	^ k ó: z ó $	k óː/oː z ó/o	k óː/oː z - - ó/o	8191	15914	1767	SCRAPE	verb
12,831	1	JamsayGourou	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)					kó:zó, kó:só			kó:só														verb
12,832	0	JamsayDouentza	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́:jɔ́			kɔ́:jɔ́						kɔ́:jɔ́	^ k ɔ́: j ɔ́ $	k ɔ́ː/ɔː dʒ ɔ́/ɔ	k ɔ́ː/ɔː dʒ - - ɔ́/ɔ	8191	15914	1767	SCRAPE	verb
12,833	0	Mombo	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́jɛ́			kɔ́jɛ́						kɔ́jɛ́	^ k ɔ́ j ɛ́ $	k ɔ́/ɔ dʒ ɛ́/ɛ	k ɔ́/ɔ dʒ - - ɛ́/ɛ	8191	15914	1767	SCRAPE	verb
12,834	0	BonduSoNajamba	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́jɛ́			kɔ́jɛ́						kɔ́jɛ́	^ k ɔ́ j ɛ́ $	k ɔ́/ɔ dʒ ɛ́/ɛ	k ɔ́/ɔ dʒ - - ɛ́/ɛ	8191	15914	1767	SCRAPE	verb
12,835	0	Nanga	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́:sí			kɔ́:sí						kɔ́:sí	^ k ɔ́: s í $	k ɔ́ː/ɔː s í/i	k ɔ́ː/ɔː s - - í/i	8191	15914	1767	SCRAPE	verb
12,836	0	Penange	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́jɛ́			kɔ́jɛ́						kɔ́jɛ́	^ k ɔ́ j ɛ́ $	k ɔ́/ɔ dʒ ɛ́/ɛ	k ɔ́/ɔ dʒ - - ɛ́/ɛ	8191	15914	1767	SCRAPE	verb
12,837	0	PergeTegu	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kó:só			kó:só						kó:só	^ k ó: s ó $	k óː/oː s ó/o	k óː/oː s - - ó/o	8191	15914	1767	SCRAPE	verb
12,838	0	Tiranige	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́jɔ́			kɔ́jɔ́						kɔ́jɔ́	^ k ɔ́ j ɔ́ $	k ɔ́/ɔ dʒ ɔ́/ɔ	k ɔ́/ɔ dʒ - - ɔ́/ɔ	8191	15914	1767	SCRAPE	verb
12,839	0	TogoKan	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kójó			kójó						kójó	^ k ó j ó $	k ó/o dʒ ó/o	k ó/o dʒ - - ó/o	8191	15914	1767	SCRAPE	verb
12,840	0	TommoSoTongoTongo	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́ɔ́dɔ́			kɔ́ɔ́dɔ́						kɔ́ɔ́dɔ́	^ k ɔ́ɔ́ d ɔ́ $	k ɔ́ɔ́/ɔː d ɔ́/ɔ	k ɔ́ɔ́/ɔː d - - ɔ́/ɔ	8191	15914	1767	SCRAPE	verb
12,841	0	ToroTegu	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kósúrú\\kósúró			kósúró						kósúrú	^ k ó s ú r ú $	k ó/o s ú/u r ú/u	k ó/o s ú/u r ú/u	8191	15914	1767	SCRAPE	verb
12,842	0	YandaDom	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́zɔ́\\kɔ́zá-lì			kɔ́zɔ́						kɔ́zɔ́	^ k ɔ́ z ɔ́ $	k ɔ́/ɔ z ɔ́/ɔ	k ɔ́/ɔ z - - ɔ́/ɔ	8191	15914	1767	SCRAPE	verb
12,843	0	YornoSo	scour, scrape (e.g. pot)	récurer, racler (marmite etc.)	scrape, scour	récurer, racler	scratch/scrape/scour	gratter/racler/récurer	kɔ́jɔ́-\\kɔ́jɔ́			kɔ́jɔ́						kɔ́jɔ́-	^ k ɔ́ j ɔ́ $	k ɔ́/ɔ dʒ ɔ́/ɔ	k ɔ́/ɔ dʒ - - ɔ́/ɔ	8191	15914	1767	SCRAPE	verb
12,844	0	BankanTey	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	pɔ́rɔ́			pɔ́rɔ́						pɔ́rɔ́	^ p ɔ́ r ɔ́ $	p ɔ́/ɔ r ɔ́/ɔ	p ɔ́/ɔ r ɔ́/ɔ	7236	14054	378	PINCH	verb
12,845	0	BenTey	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	pɔ́rɔ́			pɔ́rɔ́						pɔ́rɔ́	^ p ɔ́ r ɔ́ $	p ɔ́/ɔ r ɔ́/ɔ	p ɔ́/ɔ r ɔ́/ɔ	7236	14054	378	PINCH	verb
12,846	0	DonnoSo	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	pínè\\pín-è			pínè						pínè	^ p í n è $	p í/i n è/e	p í/i n è/e	7236	14054	378	PINCH	verb
12,847	0	JamsayDouentza	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	só:gó			só:gó						só:gó	^ s ó: g ó $	s óː/oː ɡ ó/o	s óː/oː ɡ ó/o	7239	14055	378	PINCH	verb
12,848	0	BonduSoNajamba	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	pɛ́jɛ́			pɛ́jɛ́						pɛ́jɛ́	^ p ɛ́ j ɛ́ $	p ɛ́/ɛ dʒ ɛ́/ɛ	p ɛ́/ɛ dʒ ɛ́/ɛ	7236	14054	378	PINCH	verb
12,849	0	Nanga	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	pósógí			pósógí						pósógí	^ p ó s ó g í $	p ó/o s ó/o ɡ í/i	p ó/o s ó/o ɡ í/i	7239	14056	378	PINCH	verb
12,850	0	PergeTegu	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	pírⁿɛ́			pírⁿɛ́						pírⁿɛ́	^ p í rⁿ ɛ́ $	p í/i r̃ ɛ́/ɛ	p í/i r̃ ɛ́/ɛ	7236	14054	378	PINCH	verb
12,851	0	Tiranige	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	píndó			píndó						píndó	^ p í nd ó $	p í/i ⁿd ó/o	p í/i ⁿd ó/o	7236	14054	378	PINCH	verb
12,852	0	TogoKan	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	pírⁿí\\pírⁿí			pírⁿí						pírⁿí	^ p í rⁿ í $	p í/i r̃ í/i	p í/i r̃ í/i	7236	14054	378	PINCH	verb
12,853	0	TommoSoTongoTongo	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	pínɛ́			pínɛ́						pínɛ́	^ p í n ɛ́ $	p í/i n ɛ́/ɛ	p í/i n ɛ́/ɛ	7236	14054	378	PINCH	verb
12,854	0	ToroTegu	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	cɛ́m\\cɛ́wⁿá			cɛ́wⁿá						cɛ́m	^ c ɛ́ m $	tʃ ɛ́/ɛ m	tʃ ɛ́/ɛ m	7246	14057	378	PINCH	verb
12,855	0	YornoSo	pinch (e.g a pimple, to expel the pus)	pincer (par ex., un bouton de la peau, afin de faire sortir le pus)	pinch	pincer	twist/pinch/pinch	tordre/pincer/pincer	pɛ́rⁿɛ́-\\pɛ́rⁿɛ́			pɛ́rⁿɛ́						pɛ́rⁿɛ́-	^ p ɛ́ rⁿ ɛ́ $	p ɛ́/ɛ r̃ ɛ́/ɛ	p ɛ́/ɛ r̃ ɛ́/ɛ	7236	14054	378	PINCH	verb
12,856	0	BankanTey	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gàzí			gàzí						gàzí	^ g à z í $	ɡ à/a z í/i	ɡ à/a z í/i	3004	5758	1418	DIG	verb
12,857	0	BenTey	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gànjí			gànjí						gànjí	^ g à nj í $	ɡ à/a ⁿdʒ í/i	ɡ à/a ⁿdʒ í/i	3004	5758	1418	DIG	verb
12,858	0	Bunoge	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gɔ́jɛ̀			gɔ́jɛ̀						gɔ́jɛ̀	^ g ɔ́ j ɛ̀ $	ɡ ɔ́/ɔ dʒ ɛ̀/ɛ	ɡ ɔ́/ɔ dʒ ɛ̀/ɛ	3004	5758	1418	DIG	verb
12,859	0	DogulDomKundialang	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gànjé, gùlé			gànjé						gànjé	^ g à nj é $	ɡ à/a ⁿdʒ é/e	ɡ à/a ⁿdʒ é/e	3004	5758	1418	DIG	verb
12,859	1	DogulDomKundialang	dig (sth)	creuser (qch)					gànjé, gùlé			gùlé														verb
12,860	0	DonnoSo	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	wànjá\\wánj-ì			wànjá						wànjá	^ w à nj á $	w à/a ⁿdʒ á/a	w à/a ⁿdʒ á/a	3008	5758	1418	DIG	verb
12,861	0	JamsayGourou	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	zǎ:ⁿ			zǎ:ⁿ						zǎ:ⁿ	^ z ǎ:ⁿ $	z ǎ:ⁿ/ãː	z ǎ:ⁿ/ãː	3009	5759	1418	DIG	verb
12,862	0	JamsayDouentza	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	jǎ:ⁿ			jǎ:ⁿ						jǎ:ⁿ	^ j ǎ:ⁿ $	dʒ ǎ:ⁿ/ãː	dʒ ǎ:ⁿ/ãː	3008	5759	1418	DIG	verb
12,863	0	JamsayMondoro	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	jǎ:ⁿ			jǎ:ⁿ						jǎ:ⁿ	^ j ǎ:ⁿ $	dʒ ǎ:ⁿ/ãː	dʒ ǎ:ⁿ/ãː	3008	5759	1418	DIG	verb
12,864	0	Mombo	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gánjé			gánjé						gánjé	^ g á nj é $	ɡ á/a ⁿdʒ é/e	ɡ á/a ⁿdʒ é/e	3004	5758	1418	DIG	verb
12,865	0	BonduSoNajamba	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gǔl\\gùlè			gùlè						gǔl	^ g ǔ l $	ɡ ǔ/u l	ɡ ǔ/u l -	3004	5760	1418	DIG	verb
12,866	0	Nanga	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gànjí, gùnjó			gànjí						gànjí	^ g à nj í $	ɡ à/a ⁿdʒ í/i	ɡ à/a ⁿdʒ í/i	3004	5758	1418	DIG	verb
12,866	1	Nanga	dig (sth)	creuser (qch)					gànjí, gùnjó			gùnjó														verb
12,867	0	Penange	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gájé			gájé						gájé	^ g á j é $	ɡ á/a dʒ é/e	ɡ á/a dʒ é/e	3004	5758	1418	DIG	verb
12,868	0	PergeTegu	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gànjá			gànjá						gànjá	^ g à nj á $	ɡ à/a ⁿdʒ á/a	ɡ à/a ⁿdʒ á/a	3004	5758	1418	DIG	verb
12,869	0	TebulUre	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gùló (gùló-tì-)			gùló						gùló_	^ g ù l ó _$	ɡ ù/u l ó/o	ɡ ù/u l ó/o	3004	5760	1418	DIG	verb
12,870	0	Tiranige	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	kɔ́lɔ́			kɔ́lɔ́						kɔ́lɔ́	^ k ɔ́ l ɔ́ $	k ɔ́/ɔ l ɔ́/ɔ	k ɔ́/ɔ l ɔ́/ɔ	3004	5760	1418	DIG	verb
12,871	0	TogoKan	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	jǎ:			jǎ:						jǎ:	^ j ǎ: $	dʒ ǎ:/aː	dʒ ǎ:/aː	3008	5759	1418	DIG	verb
12,872	0	TommoSoTongoTongo	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gùló, wànjá			gùló						gùló	^ g ù l ó $	ɡ ù/u l ó/o	ɡ ù/u l ó/o	3004	5760	1418	DIG	verb
12,872	1	TommoSoTongoTongo	dig (sth)	creuser (qch)					gùló, wànjá			wànjá														verb
12,873	0	ToroTegu	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gàsú\\gàsá			gàsá						gàsú	^ g à s ú $	ɡ à/a s ú/u	ɡ à/a s ú/u	3004	5758	1418	DIG	verb
12,874	0	YandaDom	dig (sth)	creuser (qch)	dig	creuser	dig/dig	creuser/creuser	gùló\\gùlò-lí			gùló						gùló	^ g ù l ó $	ɡ ù/u l ó/o	ɡ ù/u l ó/o	3004	5760	1418	DIG	verb
